28801,36.669605885198
28802,36.6694274994902
28803,36.6692464855576
28804,36.6690628982058
28805,36.66887679224
28806,36.6686882224657
28807,36.6684972436882
28808,36.6683039107127
28809,36.6681082783446
28810,36.6679104013889
28811,36.667710334651
28812,36.6675081329359
28813,36.6673038510488
28814,36.6670975437947
28815,36.6668892659787
28816,36.6666790724058
28817,36.666467017881
28818,36.6662531572093
28819,36.6660375451956
28820,36.6658202366446
28821,36.6656012863614
28822,36.6653807491507
28823,36.6651586798173
28824,36.6649351331659
28825,36.6647101640013
28826,36.6644838271282
28827,36.6642561773511
28828,36.6640272694747
28829,36.6637971583037
28830,36.6635658986424
28831,36.6633335452955
28832,36.6631001530675
28833,36.6628657767627
28834,36.6626304711857
28835,36.6623942911407
28836,36.6621572914322
28837,36.6619195268644
28838,36.6616810522416
28839,36.6614419223682
28840,36.6612021920482
28841,36.6609619160859
28842,36.6607211492854
28843,36.6604799464509
28844,36.6602383623864
28845,36.659996451896
28846,36.6597542697837
28847,36.6595118708534
28848,36.6592693099092
28849,36.6590266417549
28850,36.6587839211944
28851,36.6585412030316
28852,36.6582985420703
28853,36.6580559931142
28854,36.6578136109672
28855,36.6575714504329
28856,36.657329566315
28857,36.6570880134171
28858,36.656846846543
28859,36.6566061204961
28860,36.65636589008
28861,36.6561262100982
28862,36.6558871353542
28863,36.6556487206515
28864,36.6554110207935
28865,36.6551740905835
28866,36.6549379848249
28867,36.654702758321
28868,36.6544684658751
28869,36.6542351622905
28870,36.6540029023703
28871,36.6537717409178
28872,36.6535417327361
28873,36.6533129326282
28874,36.6530853953974
28875,36.6528591758466
28876,36.6526343287788
28877,36.6524109089971
28878,36.6521889713043
28879,36.6519685705035
28880,36.6517497613974
28881,36.651532598789
28882,36.651317137481
28883,36.6511034322762
28884,36.6508915379774
28885,36.6506815093873
28886,36.6504734013086
28887,36.6502672685439
28888,36.6500631658958
28889,36.649861148167
28890,36.6496612701599
28891,36.649463586677
28892,36.649268152521
28893,36.6490750224941
28894,36.6488842513989
28895,36.6486958940377
28896,36.6485100052129
28897,36.6483266397267
28898,36.6481458523814
28899,36.6479676979794
28900,36.6477922313228
28901,36.6476195072138
28902,36.6474495804545
28903,36.6472825058471
28904,36.6471183381937
28905,36.6469571322962
28906,36.6467989429568
28907,36.6466438249773
28908,36.6464918331598
28909,36.6463430223061
28910,36.6461974472182
28911,36.6460551626978
28912,36.6459162235469
28913,36.6457806845671
28914,36.6456486005603
28915,36.6455200263281
28916,36.6453950166723
28917,36.6452736263944
28918,36.6451559102961
28919,36.645041923179
28920,36.6449317198446
28921,36.6448253550945
28922,36.64472288373
28923,36.6446243605528
28924,36.6445298403641
28925,36.6444393779654
28926,36.6443530281581
28927,36.6442708457433
28928,36.6441928855225
28929,36.6441192022968
28930,36.6440498508675
28931,36.6439848860358
28932,36.6439243626028
28933,36.6438683353696
28934,36.6438168591374
28935,36.6437699887071
28936,36.6437277788797
28937,36.6436902844564
28938,36.6436575602379
28939,36.6436296610253
28940,36.6436066416193
28941,36.643588556821
28942,36.643575461431
28943,36.6435674102501
28944,36.6435644580792
28945,36.6435666597189
28946,36.6435740699698
28947,36.6435867436328
28948,36.6436047355083
28949,36.6436281003969
28950,36.6436568930993
28951,36.6436911684159
28952,36.6437309811472
28953,36.6437763860936
28954,36.6438274380556
28955,36.6438841918336
28956,36.6439467022279
28957,36.6440150240387
28958,36.6440892120665
28959,36.6441693211115
28960,36.6442554059738
28961,36.6443475214537
28962,36.6444457223512
28963,36.6445500634666
28964,36.6446605995999
28965,36.6447773855512
28966,36.6449004761204
28967,36.6450299261076
28968,36.6451657903127
28969,36.6453081235357
28970,36.6454569805763
28971,36.6456124162345
28972,36.6457744853101
28973,36.6459432426028
28974,36.6461187429125
28975,36.6463010410388
28976,36.6464901917814
28977,36.64668624994
28978,36.6468892703142
28979,36.6470993077035
28980,36.6473164169076
28981,36.6475406527259
28982,36.6477720467006
28983,36.6480105373446
28984,36.6482560399133
28985,36.6485084696621
28986,36.6487677418465
28987,36.6490337717218
28988,36.6493064745434
28989,36.6495857655666
28990,36.6498715600466
28991,36.6501637732388
28992,36.6504623203983
28993,36.6507671167802
28994,36.6510780776398
28995,36.6513951182322
28996,36.6517181538123
28997,36.6520470996354
28998,36.6523818709563
28999,36.65272238303
29000,36.6530685511116
29001,36.6534202904558
29002,36.6537775163176
29003,36.6541401439519
29004,36.6545080886133
29005,36.6548812655568
29006,36.6552595900371
29007,36.6556429773088
29008,36.6560313426266
29009,36.6564246012452
29010,36.6568226684193
29011,36.6572254594033
29012,36.6576328894518
29013,36.6580448738194
29014,36.6584613277604
29015,36.6588821665294
29016,36.6593073053808
29017,36.659736659569
29018,36.6601701443482
29019,36.6606076749728
